treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78
0,28,16,0,1,1,0,17937.08984375,19392.76953125,21285.169921875
0,51,12,0,0,1,0,8834.333984375,8831.6611328125,14206.8603515625
0,38,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,53,12,0,0,1,0,21775.2890625,20241.390625,19897.58984375
0,54,12,0,0,1,0,7768.4931640625,7392.2421875,14434.4296875
0,37,12,0,0,1,0,21214.939453125,22531.2109375,24143.099609375
0,27,14,1,0,0,0,0.0,0.0,10122.4296875
0,28,12,0,0,1,0,13109.4501953125,12958.349609375,25564.669921875
0,51,17,0,0,1,0,0.0,0.0,0.0
0,21,14,0,0,0,0,80.32994079589844,1890.5810546875,6389.68994140625
0,40,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,27,12,0,0,1,0,13973.490234375,13414.8896484375,15295.9501953125
0,39,12,0,0,1,0,0.0,0.0,0.0
0,37,12,0,0,1,0,23926.5703125,16555.109375,19028.689453125
0,51,14,0,0,1,0,0.0,0.0,0.0
0,42,8,0,0,1,1,3177.930908203125,5610.87109375,7180.27294921875
0,49,8,0,0,1,1,25862.3203125,11968.3095703125,25564.669921875
0,35,12,1,0,1,0,14774.830078125,12723.8203125,8408.263671875
0,19,12,1,0,0,0,495.6944885253906,304.35479736328125,1535.3580322265625
0,26,15,0,0,1,0,22084.859375,23290.310546875,25478.9609375
0,47,8,0,0,1,1,25862.3203125,11295.150390625,19237.0390625
0,18,11,0,0,0,1,2065.06689453125,1767.0479736328125,4093.302978515625
0,21,11,0,0,0,1,10536.9404296875,4457.90283203125,0.0
0,24,16,0,0,0,0,0.0,17008.060546875,1835.3360595703125
0,40,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,18,8,0,0,0,1,1873.0589599609375,2468.85498046875,0.0
0,20,13,0,0,0,0,235.11199951171875,273.9194030761719,5158.7431640625
0,36,10,0,0,1,1,3638.35791015625,3483.968017578125,4588.3408203125
0,34,12,0,0,0,0,25862.3203125,23095.16015625,25564.669921875
0,51,8,0,1,1,1,17649.080078125,13570.650390625,12915.330078125
0,17,11,0,0,0,1,0.0,1992.6290283203125,6714.7900390625
0,41,12,0,0,1,0,0.0,0.0,0.0
0,46,17,0,0,1,0,0.0,0.0,0.0
0,34,13,0,0,1,0,25862.3203125,20110.689453125,12980.349609375
0,19,12,0,0,0,0,0.0,0.0,982.6881713867188
0,28,12,0,0,1,0,21130.689453125,19935.240234375,25564.669921875
0,55,12,0,0,1,0,0.0,0.0,0.0
0,32,12,0,0,1,0,17989.990234375,22772.900390625,25564.669921875
0,54,12,0,0,1,0,10145.080078125,9896.9033203125,0.0
0,28,8,0,1,1,1,9633.71484375,8285.61328125,7075.35498046875
0,20,13,0,0,1,0,33.30754089355469,1312.3060302734375,12299.1201171875
0,41,11,0,0,0,1,13691.3603515625,12168.8203125,12461.669921875
0,29,14,0,0,0,0,17535.439453125,16884.529296875,9919.9775390625
0,42,12,0,0,1,0,12284.599609375,6291.19384765625,11010.5400390625
0,55,12,0,0,1,0,18178.080078125,15833.6103515625,14973.7998046875
0,22,14,0,0,0,0,8769.677734375,15808.5498046875,22139.30078125
0,22,12,1,0,0,0,21867.380859375,15096.0,25564.669921875
0,26,16,0,0,0,0,16773.279296875,18141.33984375,25564.669921875
0,47,12,0,0,1,0,0.0,0.0,0.0
0,35,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,30,16,0,0,1,0,21598.9609375,21730.939453125,22864.859375
0,35,16,0,0,1,0,23511.19921875,25243.55078125,25564.669921875
0,24,11,0,0,0,1,4553.3359375,1075.9840087890625,17199.259765625
0,21,12,0,0,0,0,13793.240234375,14161.4501953125,18722.80078125
0,19,10,0,0,1,1,9453.4619140625,10849.349609375,11706.5498046875
0,29,12,1,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,24,11,1,0,1,1,4935.39306640625,6405.77392578125,20886.189453125
0,30,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,35,11,0,0,1,1,23568.01953125,20157.240234375,14545.259765625
0,39,12,0,0,0,0,25862.3203125,25243.55078125,3855.388916015625
0,51,12,0,0,1,0,13152.5595703125,17946.189453125,17629.279296875
0,22,13,0,0,0,0,10031.4501953125,8011.69384765625,20386.720703125
0,48,11,0,0,1,1,23432.830078125,21224.26953125,18552.859375
0,23,12,0,0,0,0,10225.41015625,5168.6611328125,23170.75
0,53,12,0,0,1,0,0.0,0.0,0.0
0,33,13,0,0,0,0,15913.16015625,15701.1298828125,16693.880859375
0,23,8,0,0,1,1,3595.2548828125,4866.09716796875,2782.55908203125
0,47,9,1,0,0,1,10025.5703125,10450.1103515625,11560.25
0,20,12,0,0,1,0,5644.64794921875,7931.12890625,15894.4296875
0,40,18,0,0,0,0,22664.80078125,14736.150390625,12472.009765625
0,47,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,27,12,0,0,0,0,16052.26953125,15701.1298828125,13258.16015625
0,45,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,45,13,0,0,1,0,25660.51953125,24321.529296875,25378.48046875
0,30,14,0,0,1,0,25862.3203125,25243.55078125,0.0
0,45,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,46,12,0,0,1,0,25862.3203125,25243.55078125,25010.51953125
0,33,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,30,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,27,16,0,0,0,0,2302.137939453125,19476.919921875,24584.939453125
0,31,14,0,0,0,0,14792.4599609375,18164.609375,25564.669921875
0,16,10,0,0,0,1,0.0,0.0,0.0
0,36,14,0,0,0,0,0.0,0.0,2841.66796875
0,25,12,0,1,1,0,11704.66015625,12688.01953125,13003.990234375
0,37,12,1,0,1,0,25862.3203125,23122.01953125,25564.669921875
0,49,12,0,0,1,0,22372.869140625,25243.55078125,14656.08984375
0,42,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,26,10,0,0,1,1,8556.1181640625,11871.6298828125,11845.4599609375
0,45,12,0,0,1,0,5877.7998046875,14487.2900390625,25564.669921875
0,41,7,0,0,1,1,23873.669921875,24420.0,25564.669921875
0,29,12,0,0,1,0,7186.5908203125,24400.310546875,25564.669921875
0,49,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,51,12,0,0,0,0,25862.3203125,25243.55078125,0.0
0,55,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,23,12,0,0,0,0,5591.7470703125,1818.968017578125,13284.759765625
0,37,12,0,0,1,0,25862.3203125,20497.400390625,21028.05078125
0,51,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,45,18,0,0,0,0,22237.6796875,19997.900390625,0.0
0,35,14,0,0,1,0,23991.220703125,21229.650390625,25564.669921875
0,21,12,0,0,0,0,12547.1396484375,13857.099609375,19328.66015625
0,23,14,0,0,1,0,10893.51953125,14925.919921875,15158.51953125
0,48,8,0,0,0,1,25862.3203125,25243.55078125,0.0
0,44,12,0,1,1,0,25862.3203125,24982.16015625,25564.669921875
0,34,12,0,0,1,0,18769.779296875,17822.66015625,18861.69921875
0,30,12,1,0,1,0,18211.380859375,23768.3203125,22230.919921875
0,26,13,0,0,1,0,20854.439453125,18664.109375,25564.669921875
0,44,7,0,0,1,1,6056.09423828125,914.8547973632812,6497.56396484375
0,18,12,0,0,0,0,442.7943115234375,680.3225708007812,10115.0400390625
0,45,2,1,0,0,1,5446.76220703125,7877.4189453125,237.91400146484375
0,42,8,0,0,0,1,17925.330078125,300.7742004394531,14116.7197265625
0,27,12,0,0,1,0,8305.33203125,8538.0478515625,9822.44921875
0,49,8,0,0,1,1,22253.349609375,24450.439453125,22628.4296875
0,27,12,0,0,1,0,0.0,25243.55078125,4223.3427734375
0,30,17,0,1,1,0,11363.75,1074.1939697265625,25564.669921875
0,29,11,0,0,1,1,14798.33984375,16923.919921875,2705.717041015625
0,42,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,24,14,0,0,0,0,1216.7049560546875,7091.4677734375,0.0
0,33,13,1,0,1,0,15809.3203125,5308.30615234375,6967.48095703125
0,32,12,0,0,1,0,0.0,0.0,0.0
0,27,13,0,0,1,0,12844.9501953125,0.0,25564.669921875
0,30,12,1,0,0,0,22321.9296875,6346.69384765625,9565.32421875
0,16,10,1,0,0,1,0.0,922.01611328125,4838.0771484375
0,42,6,0,0,1,1,2793.9140625,4642.30615234375,6905.416015625
0,16,9,0,0,0,1,0.0,96.67742156982422,0.0
0,24,15,0,0,1,0,0.0,0.0,25564.669921875
0,20,12,0,0,0,0,5037.27490234375,0.0,0.0
0,20,12,0,0,0,0,3904.819091796875,375.96771240234375,1938.7769775390625
0,19,12,1,0,0,0,1681.051025390625,0.0,0.0
0,26,12,0,0,1,0,17986.0703125,25155.8203125,25564.669921875
0,32,18,0,0,1,0,6451.8662109375,25243.55078125,4773.05712890625
0,28,12,0,0,1,0,0.0,0.0,0.0
0,43,12,0,0,1,0,16303.0595703125,14752.259765625,11965.150390625
0,34,16,0,0,0,0,0.0,0.0,10658.83984375
0,29,14,0,0,1,0,19096.970703125,17967.6796875,7734.4208984375
0,21,12,0,0,0,0,7155.2421875,11259.33984375,23868.240234375
0,19,12,0,0,0,0,0.0,0.0,0.0
0,33,14,0,0,1,0,15674.1298828125,15575.8095703125,23147.109375
0,27,12,0,0,1,0,24212.619140625,23587.5,25564.669921875
0,39,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,32,14,0,0,1,0,24216.5390625,24328.689453125,22943.1796875
0,21,15,0,0,1,0,1567.4129638671875,5123.90283203125,13515.2900390625
0,29,12,0,0,1,0,17982.150390625,14349.4404296875,2617.053955078125
0,48,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,28,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,41,14,0,0,1,0,0.0,0.0,22409.720703125
0,39,12,0,0,0,0,23879.5390625,22921.5,25564.669921875
0,28,12,0,0,1,0,19506.4609375,17437.740234375,24951.41015625
0,16,8,0,0,0,1,0.0,0.0,2559.422119140625
0,51,16,0,0,1,0,0.0,0.0,0.0
0,16,9,0,1,0,1,144.98570251464844,0.0,9014.1318359375
0,45,18,0,0,1,0,12296.3603515625,9963.14453125,25564.669921875
0,18,12,0,0,0,0,0.0,0.0,18987.310546875
0,45,12,0,0,1,0,24281.189453125,25243.55078125,25564.669921875
0,30,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,54,14,0,0,1,0,0.0,0.0,0.0
0,29,16,0,0,1,0,19114.609375,18178.939453125,3917.452880859375
0,30,12,0,0,1,0,25862.3203125,24004.650390625,25564.669921875
0,36,11,0,0,1,1,11638.0400390625,10634.51953125,12235.580078125
0,22,11,0,0,1,1,3030.986083984375,1976.5159912109375,0.0
0,17,9,0,1,0,1,1214.7449951171875,2694.43505859375,17886.400390625
0,32,18,0,0,1,0,1332.301025390625,1058.0810546875,1279.7110595703125
0,47,12,0,0,1,0,20348.94921875,19331.900390625,14797.9501953125
0,21,12,0,0,1,0,12259.1298828125,14881.16015625,19860.650390625
0,34,8,0,0,0,1,10139.2099609375,7651.8388671875,12068.58984375
0,26,11,0,0,0,1,7511.8291015625,11153.7099609375,13668.9697265625
0,20,13,0,0,0,0,3691.259033203125,2237.903076171875,189.1490020751953
0,40,8,0,0,1,1,13728.580078125,15719.0302734375,13973.3798828125
0,53,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,42,11,0,0,1,1,19831.69921875,18835.98046875,19757.19921875
0,48,9,0,0,1,1,18485.6796875,17976.630859375,14865.9296875
0,52,8,0,0,1,1,4692.44384765625,0.0,0.0
0,29,17,0,0,1,0,19124.400390625,18966.6796875,19662.630859375
0,28,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,45,12,0,0,1,0,25862.3203125,25243.55078125,23492.900390625
0,47,14,0,0,1,0,0.0,0.0,0.0
0,32,8,1,0,1,1,7311.98388671875,7311.6767578125,8140.7958984375
0,50,11,0,0,1,1,13497.3896484375,25243.55078125,25564.669921875
0,28,12,0,0,1,0,18023.30078125,21059.560546875,19715.830078125
0,53,14,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
0,16,10,0,0,0,1,640.68017578125,947.0806274414062,9485.52734375
0,29,12,0,1,0,0,9333.947265625,6994.7900390625,12194.2001953125
0,34,10,0,0,1,1,5325.287109375,3211.839111328125,2102.804931640625
0,16,10,0,0,0,1,1091.31201171875,1430.468017578125,11511.490234375
0,51,12,0,0,1,0,932.6110229492188,6391.4521484375,0.0
0,23,13,1,0,1,0,13338.6904296875,13445.3203125,15464.41015625
0,39,14,1,0,1,0,25862.3203125,25243.55078125,9370.263671875
0,50,8,0,1,1,1,19575.029296875,18871.7890625,24713.5
0,20,11,0,1,0,1,2239.44189453125,3002.37109375,9917.0234375
0,37,12,0,0,1,0,23401.48046875,25243.55078125,25564.669921875
0,41,4,0,1,1,1,8213.24609375,8434.2099609375,11433.169921875
0,27,14,0,0,0,0,16555.80078125,14430.0,6494.60791015625
0,45,12,0,1,0,0,22335.640625,11010.48046875,18196.73046875
0,49,8,0,0,1,1,14684.7001953125,136.0644989013672,14963.4599609375
0,49,9,0,0,1,1,22333.6796875,19706.080078125,25564.669921875
0,55,14,0,0,1,0,17137.7109375,0.0,25564.669921875
0,38,9,0,0,1,1,8652.1220703125,9187.9345703125,7431.48681640625
0,46,15,0,0,1,0,10125.490234375,11572.650390625,7131.5078125
0,23,17,0,0,1,0,7723.43017578125,7949.0322265625,22309.240234375
0,42,7,0,0,1,1,16549.9296875,16091.419921875,14065.0
0,28,18,0,0,0,0,0.0,0.0,0.0
0,36,16,0,0,1,0,16918.26953125,17538.0,21353.150390625
0,54,12,0,0,1,0,19982.560546875,19960.310546875,17206.650390625
0,44,12,0,0,1,0,20664.390625,20243.1796875,21860.009765625
0,39,8,0,0,1,1,21885.009765625,10161.8701171875,21531.94921875
0,25,9,0,0,1,1,14637.6796875,16488.869140625,13754.6796875
0,38,10,0,0,1,1,24900.3203125,18961.310546875,25564.669921875
0,24,12,0,0,0,0,10260.6796875,5496.2900390625,14159.580078125
0,22,13,0,0,1,0,21193.390625,12149.1298828125,23008.19921875
0,28,12,0,0,0,0,0.0,0.0,0.0
0,20,12,0,0,1,0,2711.625,13871.419921875,17485.939453125
0,41,12,0,0,1,0,18765.859375,18952.349609375,11121.3701171875
0,37,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,27,10,0,0,1,1,7952.6640625,9755.4677734375,13105.9599609375
0,29,10,0,0,1,1,20439.0703125,19838.560546875,5454.2890625
0,28,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,16,10,0,0,0,1,0.0,69.82257843017578,1259.02294921875
0,49,12,0,0,1,0,25033.55078125,22531.2109375,24766.69921875
0,36,12,0,0,1,0,25862.3203125,25243.55078125,3132.780029296875
0,33,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,22,11,0,0,1,1,10109.8203125,18726.76953125,2807.679931640625
0,54,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,27,14,0,0,0,0,15576.169921875,24706.44921875,25564.669921875
0,46,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,49,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,34,16,1,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,42,12,0,0,1,0,12991.900390625,14240.23046875,14951.6396484375
0,29,12,0,0,1,0,21992.76953125,22513.310546875,25564.669921875
0,16,9,0,0,0,1,411.4460144042969,254.22579956054688,1725.9849853515625
0,48,16,0,0,1,0,2921.26708984375,0.0,323.6221008300781
0,16,10,0,0,0,1,0.0,164.70970153808594,8473.2841796875
0,53,12,0,0,1,0,10233.25,11305.8896484375,16150.0703125
0,35,18,0,0,1,0,0.0,0.0,0.0
0,22,13,0,1,0,0,6404.8427734375,7882.7900390625,9453.0166015625
0,24,13,0,0,1,0,19089.140625,19249.55078125,22591.48046875
0,27,12,0,0,0,0,11424.48046875,0.0,10887.8896484375
0,34,12,1,0,1,0,0.0,800.274169921875,153.68359375
0,39,12,0,0,1,0,0.0,0.0,0.0
0,22,13,0,0,1,0,17259.1796875,17600.66015625,10044.1103515625
0,52,16,0,1,1,0,25862.3203125,25243.55078125,25564.669921875
0,22,15,0,0,1,0,5391.90185546875,11364.9697265625,19528.16015625
0,38,11,0,0,1,1,25862.3203125,23145.2890625,23825.390625
0,39,12,0,0,1,0,13370.0400390625,14059.400390625,18780.4296875
0,34,12,0,0,1,0,8091.77197265625,3301.35498046875,4620.85107421875
0,24,10,0,0,1,1,6575.298828125,18712.44921875,2410.172119140625
0,41,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,33,12,0,0,0,0,8076.09814453125,8810.1767578125,8130.4521484375
0,28,16,0,0,1,0,14449.58984375,21684.390625,25564.669921875
0,42,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,29,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,51,12,0,0,1,0,10487.9599609375,7247.22607421875,9489.9599609375
0,21,12,0,0,0,0,2827.221923828125,4056.87109375,5937.5048828125
0,52,11,0,0,1,1,18089.91015625,7778.9521484375,0.0
0,32,13,0,0,1,0,0.0,0.0,0.0
0,37,18,0,0,1,0,18926.51953125,17509.349609375,19226.69921875
0,49,14,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
0,28,11,0,0,1,1,21026.849609375,25243.55078125,25564.669921875
0,24,12,0,0,1,0,23166.369140625,25243.55078125,15499.8701171875
0,32,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,38,18,0,0,0,0,6957.35595703125,6805.01611328125,5863.619140625
0,44,8,1,0,1,1,25862.3203125,25243.55078125,0.0
0,43,8,0,0,0,1,0.0,311.51611328125,165.50540161132812
0,23,12,0,0,1,0,16334.41015625,15937.4501953125,25564.669921875
0,44,16,0,0,1,0,0.0,18164.609375,18377.009765625
0,54,6,0,1,1,1,14451.5498046875,14915.1796875,16450.05078125
0,32,16,0,0,1,0,18816.80078125,19396.349609375,0.0
0,24,13,0,0,0,0,20830.919921875,25243.55078125,23903.7109375
0,31,18,0,0,0,0,0.0,0.0,0.0
0,24,14,0,0,1,0,19079.33984375,24774.48046875,24175.609375
0,32,9,1,0,1,1,25862.3203125,18483.2890625,25564.669921875
0,29,18,0,0,0,0,25862.3203125,0.0,0.0
0,17,10,0,0,0,1,356.58660888671875,259.5968017578125,5149.876953125
0,16,9,0,0,0,1,0.0,0.0,5551.81884765625
0,36,18,0,0,0,0,0.0,0.0,0.0
0,42,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,36,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,21,12,1,0,0,0,10019.6904296875,4971.72607421875,0.0
0,27,17,0,1,0,0,3579.580078125,2830.5,25564.669921875
0,44,5,0,0,1,1,12729.3603515625,12747.099609375,13368.990234375
0,26,12,0,0,1,0,15105.9501953125,15044.080078125,16854.94921875
0,53,10,0,1,0,1,7878.2119140625,1489.5479736328125,13170.98046875
0,29,12,0,0,1,0,19919.869140625,14686.01953125,15600.3603515625
0,16,10,1,0,0,1,313.4826965332031,811.01611328125,0.0
0,49,12,0,0,0,0,22114.240234375,22860.630859375,24809.55078125
0,25,12,0,0,0,0,21908.51953125,7659.0,12401.080078125
0,24,13,0,0,1,0,22684.390625,23283.150390625,25564.669921875
0,34,12,0,0,1,0,0.0,0.0,0.0
0,35,16,0,0,1,0,0.0,21926.080078125,21514.220703125
0,40,9,0,0,1,1,15621.23046875,17147.7109375,25564.669921875
